,Unnamed: 0,shipmode,sales,quantity,discount,profit,segment,region,state,subcategory,category,orderdate_day,orderdate_weekday,orderdate_month,orderdate_year,shipdate_day,shipdate_weekday,shipdate_month,shipdate_year,preparationtime
3487,3488,Second Class,45.66,3,0.0,22.3734,Corporate,South,South Carolina,Binders                                           ,Office Supplies,28,Donnerstag,11,2013,1,Sonntag,12,2013,3
3488,3489,First Class,30.44,2,0.0,14.9156,Home Office,East,Delaware,Binders                                           ,Office Supplies,7,Freitag,3,2014,10,Montag,3,2014,3
3489,3490,Standard Class,27.396,9,0.8,-42.4638,Home Office,Central,Illinois,Binders                                           ,Office Supplies,14,Freitag,10,2016,18,Dienstag,10,2016,4
3490,3491,Standard Class,85.23200000000001,7,0.2,30.8966,Consumer,East,New York,Binders                                           ,Office Supplies,8,Freitag,5,2015,12,Dienstag,5,2015,4
3491,3492,Standard Class,12.175999999999998,1,0.2,4.4138,Consumer,West,California,Binders                                           ,Office Supplies,1,Donnerstag,5,2014,6,Dienstag,5,2014,5
3492,3493,Standard Class,12.175999999999998,4,0.8,-18.8728,Consumer,Central,Texas,Binders                                           ,Office Supplies,28,Montag,4,2014,5,Montag,5,2014,7
3493,3494,Standard Class,113.94,6,0.0,54.6912,Consumer,South,Kentucky,Binders                                           ,Office Supplies,5,Samstag,9,2015,9,Mittwoch,9,2015,4
3494,3495,First Class,113.94,6,0.0,54.6912,Corporate,South,Georgia,Binders                                           ,Office Supplies,18,Mittwoch,5,2016,19,Donnerstag,5,2016,1
3495,3496,Standard Class,39.879,7,0.7,-29.2446,Corporate,South,North Carolina,Binders                                           ,Office Supplies,8,Samstag,11,2014,15,Samstag,11,2014,7
3496,3497,Standard Class,106.344,7,0.2,37.2204,Consumer,East,New York,Binders                                           ,Office Supplies,10,Dienstag,12,2013,15,Sonntag,12,2013,5
3497,3498,Standard Class,28.485,5,0.7,-20.889,Home Office,West,Arizona,Binders                                           ,Office Supplies,23,Donnerstag,4,2015,30,Donnerstag,4,2015,7
3498,3499,Same Day,45.576,3,0.2,15.9516,Consumer,East,New York,Binders                                           ,Office Supplies,3,Sonntag,5,2015,3,Sonntag,5,2015,0
3499,3500,Same Day,3.798,1,0.8,-6.0768,Consumer,Central,Texas,Binders                                           ,Office Supplies,25,Montag,8,2014,25,Montag,8,2014,0
3500,3501,Same Day,29.52,4,0.0,14.4648,Consumer,Central,Michigan,Binders                                           ,Office Supplies,17,Mittwoch,12,2014,17,Mittwoch,12,2014,0
3501,3502,Standard Class,41.328,7,0.2,14.9814,Consumer,East,New York,Binders                                           ,Office Supplies,30,Montag,3,2015,3,Freitag,4,2015,4
3502,3503,First Class,11.808,2,0.2,4.2804,Home Office,West,California,Binders                                           ,Office Supplies,17,Samstag,12,2016,20,Dienstag,12,2016,3
3503,3504,Standard Class,4.428,3,0.8,-6.8634,Home Office,Central,Texas,Binders                                           ,Office Supplies,23,Samstag,2,2013,27,Mittwoch,2,2013,4
3504,3505,Second Class,11.808,2,0.2,4.2804,Consumer,East,New York,Binders                                           ,Office Supplies,13,Sonntag,7,2014,15,Dienstag,7,2014,2
3505,3506,Standard Class,17.712,3,0.2,6.4206,Home Office,East,New York,Binders                                           ,Office Supplies,20,Freitag,11,2015,26,Donnerstag,11,2015,6
3506,3507,Second Class,7.38,1,0.0,3.6162,Consumer,East,Maryland,Binders                                           ,Office Supplies,2,Donnerstag,10,2014,5,Sonntag,10,2014,3
3507,3508,Standard Class,29.52,4,0.0,14.4648,Consumer,Central,Michigan,Binders                                           ,Office Supplies,2,Mittwoch,9,2015,6,Sonntag,9,2015,4
3508,3509,First Class,17.712,3,0.2,6.4206,Consumer,West,California,Binders                                           ,Office Supplies,21,Sonntag,6,2015,22,Montag,6,2015,1
3509,3510,Second Class,1.476,1,0.8,-2.2878,Corporate,Central,Texas,Binders                                           ,Office Supplies,18,Freitag,4,2014,22,Dienstag,4,2014,4
3510,3511,First Class,1.964,2,0.8,-3.2406,Consumer,Central,Illinois,Binders                                           ,Office Supplies,1,Donnerstag,10,2015,4,Sonntag,10,2015,3
3511,3512,First Class,4.419,3,0.7,-3.3879,Corporate,East,Pennsylvania,Binders                                           ,Office Supplies,27,Donnerstag,2,2014,28,Freitag,2,2014,1
3512,3513,Standard Class,3.928,1,0.2,1.3257,Consumer,East,New York,Binders                                           ,Office Supplies,28,Montag,1,2013,3,Sonntag,2,2013,6
3513,3514,Standard Class,2.946,2,0.7,-2.2586,Corporate,East,Pennsylvania,Binders                                           ,Office Supplies,6,Mittwoch,7,2016,13,Mittwoch,7,2016,7
3514,3515,Second Class,11.784,3,0.2,3.9771,Corporate,West,California,Binders                                           ,Office Supplies,5,Mittwoch,8,2015,7,Freitag,8,2015,2
3515,3516,Standard Class,2.946,3,0.8,-4.8609,Consumer,Central,Illinois,Binders                                           ,Office Supplies,14,Montag,10,2013,20,Sonntag,10,2013,6
3516,3517,Standard Class,14.73,3,0.0,6.9231,Corporate,East,Massachusetts,Binders                                           ,Office Supplies,26,Mittwoch,11,2014,30,Sonntag,11,2014,4
3517,3518,Standard Class,1.964,2,0.8,-3.2406,Corporate,Central,Texas,Binders                                           ,Office Supplies,22,Freitag,5,2015,27,Mittwoch,5,2015,5
3518,3519,Second Class,27.496,7,0.2,9.2799,Consumer,West,California,Binders                                           ,Office Supplies,19,Samstag,3,2016,22,Dienstag,3,2016,3
3519,3520,Standard Class,13.748,14,0.8,-22.6842,Consumer,Central,Texas,Binders                                           ,Office Supplies,2,Samstag,1,2016,6,Mittwoch,1,2016,4
3520,3521,Standard Class,11.784,3,0.2,3.9771,Consumer,East,New York,Binders                                           ,Office Supplies,20,Dienstag,9,2016,26,Montag,9,2016,6
3521,3522,Standard Class,4.91,1,0.0,2.3077,Corporate,Central,Indiana,Binders                                           ,Office Supplies,21,Samstag,11,2015,26,Donnerstag,11,2015,5
3522,3523,Standard Class,13.76,2,0.2,4.644,Consumer,West,California,Binders                                           ,Office Supplies,7,Sonntag,8,2016,13,Samstag,8,2016,6
3523,3524,Second Class,6.88,1,0.2,2.322,Consumer,West,Washington,Binders                                           ,Office Supplies,23,Freitag,9,2016,25,Sonntag,9,2016,2
3524,3525,First Class,41.28,6,0.2,13.932,Home Office,East,New York,Binders                                           ,Office Supplies,19,Samstag,11,2016,22,Dienstag,11,2016,3
3525,3526,Standard Class,43.0,5,0.0,20.21,Corporate,Central,South Dakota,Binders                                           ,Office Supplies,20,Mittwoch,7,2016,25,Montag,7,2016,5
3526,3527,Standard Class,8.6,1,0.0,4.042,Consumer,South,Mississippi,Binders                                           ,Office Supplies,20,Montag,7,2015,26,Sonntag,7,2015,6
3527,3528,Second Class,1.72,1,0.8,-2.838,Consumer,Central,Texas,Binders                                           ,Office Supplies,19,Sonntag,10,2014,24,Freitag,10,2014,5
3528,3529,Standard Class,32.06,10,0.8,-51.29600000000001,Consumer,Central,Texas,Binders                                           ,Office Supplies,7,Freitag,11,2014,12,Mittwoch,11,2014,5
3529,3530,First Class,14.427,3,0.7,-10.5798,Consumer,East,Ohio,Binders                                           ,Office Supplies,21,Samstag,11,2015,23,Montag,11,2015,2
3530,3531,Standard Class,32.06,2,0.0,15.3888,Home Office,Central,Oklahoma,Binders                                           ,Office Supplies,7,Samstag,9,2013,13,Freitag,9,2013,6
3531,3532,First Class,16.03,5,0.8,-25.648000000000003,Corporate,Central,Illinois,Binders                                           ,Office Supplies,5,Samstag,11,2016,7,Montag,11,2016,2
3532,3533,First Class,28.854,6,0.7,-21.1596,Corporate,South,North Carolina,Binders                                           ,Office Supplies,3,Sonntag,1,2016,5,Dienstag,1,2016,2
3533,3534,Standard Class,9.618,2,0.7,-7.0532,Consumer,East,Pennsylvania,Binders                                           ,Office Supplies,17,Mittwoch,9,2014,21,Sonntag,9,2014,4
3534,3535,Second Class,64.12,4,0.0,30.7776,Corporate,South,Georgia,Binders                                           ,Office Supplies,31,Donnerstag,3,2016,2,Samstag,4,2016,2
3535,3536,First Class,3.1319999999999997,2,0.7,-2.61,Corporate,East,Ohio,Binders                                           ,Office Supplies,1,Freitag,11,2013,3,Sonntag,11,2013,2
3536,3537,Standard Class,4.176,1,0.2,1.305,Home Office,West,California,Binders                                           ,Office Supplies,5,Donnerstag,11,2015,9,Montag,11,2015,4
3537,3538,Standard Class,1.044,1,0.8,-1.827,Corporate,Central,Texas,Binders                                           ,Office Supplies,21,Sonntag,7,2013,25,Donnerstag,7,2013,4
3538,3539,Standard Class,3.1319999999999997,2,0.7,-2.61,Home Office,East,Ohio,Binders                                           ,Office Supplies,26,Montag,12,2016,30,Freitag,12,2016,4
3539,3540,Second Class,1598.058,7,0.7,-1065.372,Consumer,South,Tennessee,Binders                                           ,Office Supplies,4,Donnerstag,12,2014,7,Sonntag,12,2014,3
3540,3541,First Class,1141.47,5,0.7,-760.98,Home Office,East,Pennsylvania,Binders                                           ,Office Supplies,4,Freitag,9,2015,6,Sonntag,9,2015,2
3541,3542,Standard Class,456.588,2,0.7,-304.392,Consumer,East,Ohio,Binders                                           ,Office Supplies,26,Donnerstag,11,2015,3,Donnerstag,12,2015,7
3542,3543,Standard Class,1369.764,6,0.7,-913.176,Consumer,South,Tennessee,Binders                                           ,Office Supplies,20,Samstag,9,2014,24,Mittwoch,9,2014,4
3543,3544,First Class,1217.568,2,0.2,456.588,Consumer,East,New York,Binders                                           ,Office Supplies,9,Samstag,8,2014,12,Dienstag,8,2014,3
3544,3545,First Class,1369.764,6,0.7,-913.176,Consumer,East,Pennsylvania,Binders                                           ,Office Supplies,29,Mittwoch,7,2015,30,Donnerstag,7,2015,1
3545,3546,Standard Class,760.98,5,0.8,-1141.47,Corporate,Central,Texas,Binders                                           ,Office Supplies,13,Mittwoch,1,2016,17,Sonntag,1,2016,4
3546,3547,Standard Class,9892.74,13,0.0,4946.37,Consumer,Central,Michigan,Binders                                           ,Office Supplies,18,Freitag,12,2015,22,Dienstag,12,2015,4
3547,3548,Standard Class,1217.568,2,0.2,456.588,Consumer,East,New York,Binders                                           ,Office Supplies,22,Sonntag,6,2014,27,Freitag,6,2014,5
3548,3549,Standard Class,20.16,7,0.0,9.8784,Consumer,Central,Minnesota,Binders                                           ,Office Supplies,21,Mittwoch,9,2016,26,Montag,9,2016,5
3549,3550,Standard Class,5.184,6,0.7,-3.6288,Corporate,South,Florida,Binders                                           ,Office Supplies,1,Montag,7,2013,5,Freitag,7,2013,4
3550,3551,First Class,6.047999999999999,7,0.7,-4.2336,Consumer,South,North Carolina,Binders                                           ,Office Supplies,30,Sonntag,11,2014,3,Mittwoch,12,2014,3
3551,3552,Standard Class,2.88,1,0.0,1.4112,Consumer,Central,Michigan,Binders                                           ,Office Supplies,2,Sonntag,10,2016,6,Donnerstag,10,2016,4
3552,3553,Second Class,11.52,5,0.2,4.176,Consumer,West,California,Binders                                           ,Office Supplies,15,Samstag,2,2014,18,Dienstag,2,2014,3
3553,3554,Standard Class,14.4,5,0.0,7.056,Home Office,Central,Michigan,Binders                                           ,Office Supplies,22,Freitag,1,2016,28,Donnerstag,1,2016,6
3554,3555,Second Class,5.76,2,0.0,2.8224,Corporate,East,New Jersey,Binders                                           ,Office Supplies,3,Sonntag,11,2013,5,Dienstag,11,2013,2
3555,3556,First Class,2.3040000000000003,4,0.8,-3.5712,Corporate,Central,Illinois,Binders                                           ,Office Supplies,17,Freitag,6,2016,20,Montag,6,2016,3
3556,3557,Standard Class,2.88,5,0.8,-4.4639999999999995,Consumer,Central,Illinois,Binders                                           ,Office Supplies,20,Sonntag,7,2014,27,Sonntag,7,2014,7
3557,3558,Standard Class,2.88,1,0.0,1.4112,Home Office,South,Kentucky,Binders                                           ,Office Supplies,24,Donnerstag,11,2016,30,Mittwoch,11,2016,6
3558,3559,Standard Class,11.52,4,0.0,5.6448,Consumer,Central,Michigan,Binders                                           ,Office Supplies,14,Donnerstag,11,2013,18,Montag,11,2013,4
3559,3560,Standard Class,1.7280000000000002,3,0.8,-2.6784,Consumer,Central,Illinois,Binders                                           ,Office Supplies,30,Freitag,1,2015,3,Dienstag,2,2015,4
3560,3561,First Class,3.89,1,0.0,1.8672,Consumer,South,Louisiana,Binders                                           ,Office Supplies,30,Montag,5,2016,31,Dienstag,5,2016,1
3561,3562,Standard Class,1.167,1,0.7,-0.8558,Corporate,South,Florida,Binders                                           ,Office Supplies,16,Montag,12,2013,21,Samstag,12,2013,5
3562,3563,First Class,11.67,3,0.0,5.6016,Consumer,South,Arkansas,Binders                                           ,Office Supplies,7,Sonntag,6,2015,8,Montag,6,2015,1
3563,3564,Second Class,9.336,3,0.2,3.2676,Consumer,West,California,Binders                                           ,Office Supplies,20,Montag,4,2015,25,Samstag,4,2015,5
3564,3565,Standard Class,19.05,5,0.0,8.9535,Consumer,Central,Michigan,Binders                                           ,Office Supplies,20,Sonntag,1,2013,26,Samstag,1,2013,6
3565,3566,Standard Class,15.24,5,0.2,5.1435,Consumer,West,California,Binders                                           ,Office Supplies,17,Samstag,12,2016,21,Mittwoch,12,2016,4
3566,3567,Standard Class,3.048,1,0.2,1.0287,Consumer,East,New York,Binders                                           ,Office Supplies,18,Mittwoch,5,2016,23,Montag,5,2016,5
3567,3568,Standard Class,12.192,4,0.2,4.1148,Corporate,East,New York,Binders                                           ,Office Supplies,23,Montag,11,2015,27,Freitag,11,2015,4
3568,3569,Second Class,9.144,3,0.2,3.0861,Consumer,East,New York,Binders                                           ,Office Supplies,17,Donnerstag,3,2016,22,Dienstag,3,2016,5
3569,3570,Standard Class,6.096,2,0.2,2.0574,Corporate,East,New York,Binders                                           ,Office Supplies,7,Sonntag,9,2014,12,Freitag,9,2014,5
3570,3571,Standard Class,9.144,3,0.2,3.0861,Corporate,West,California,Binders                                           ,Office Supplies,26,Samstag,7,2014,31,Donnerstag,7,2014,5
3571,3572,Standard Class,6.096,2,0.2,2.0574,Consumer,East,New York,Binders                                           ,Office Supplies,28,Mittwoch,5,2014,2,Montag,6,2014,5
3572,3573,Standard Class,11.43,3,0.0,5.3721,Corporate,South,Mississippi,Binders                                           ,Office Supplies,17,Sonntag,3,2013,21,Donnerstag,3,2013,4
3573,3574,Same Day,69.456,2,0.2,22.5732,Corporate,West,California,Binders                                           ,Office Supplies,2,Freitag,12,2016,3,Samstag,12,2016,1
3574,3575,Standard Class,26.046,3,0.8,-44.2782,Consumer,Central,Texas,Binders                                           ,Office Supplies,16,Samstag,4,2016,22,Freitag,4,2016,6
3575,3576,First Class,26.046,3,0.8,-44.2782,Corporate,Central,Texas,Binders                                           ,Office Supplies,7,Donnerstag,11,2013,9,Samstag,11,2013,2
3576,3577,Standard Class,43.41,1,0.0,19.9686,Consumer,Central,Indiana,Binders                                           ,Office Supplies,29,Sonntag,5,2016,4,Samstag,6,2016,6
3577,3578,Standard Class,69.456,2,0.2,22.5732,Consumer,East,New York,Binders                                           ,Office Supplies,9,Montag,3,2015,13,Freitag,3,2015,4
3578,3579,Standard Class,104.184,3,0.2,33.8598,Corporate,West,California,Binders                                           ,Office Supplies,3,Donnerstag,12,2015,8,Dienstag,12,2015,5
3579,3580,Standard Class,13.023,1,0.7,-10.4184,Consumer,East,Ohio,Binders                                           ,Office Supplies,25,Sonntag,12,2016,30,Freitag,12,2016,5
3580,3581,Second Class,8.682,1,0.8,-14.7594,Home Office,Central,Illinois,Binders                                           ,Office Supplies,20,Sonntag,10,2013,22,Dienstag,10,2013,2
3581,3582,Standard Class,312.552,9,0.2,101.5794,Consumer,West,California,Binders                                           ,Office Supplies,29,Mittwoch,6,2016,6,Mittwoch,7,2016,7
3582,3583,Second Class,477.51,11,0.0,219.6546,Home Office,South,Louisiana,Binders                                           ,Office Supplies,11,Donnerstag,8,2016,13,Samstag,8,2016,2
3583,3584,Second Class,69.456,2,0.2,22.5732,Corporate,West,California,Binders                                           ,Office Supplies,19,Montag,8,2013,21,Mittwoch,8,2013,2
3584,3585,Standard Class,30.56,5,0.8,-45.84,Home Office,Central,Texas,Binders                                           ,Office Supplies,12,Samstag,11,2016,18,Freitag,11,2016,6
3585,3586,First Class,152.8,5,0.0,76.4,Home Office,Central,Michigan,Binders                                           ,Office Supplies,5,Freitag,12,2014,6,Samstag,12,2014,1
3586,3587,Standard Class,18.336,2,0.7,-12.224,Consumer,South,Florida,Binders                                           ,Office Supplies,2,Samstag,2,2013,9,Samstag,2,2013,7
3587,3588,First Class,91.68,3,0.0,45.84,Corporate,South,Alabama,Binders                                           ,Office Supplies,27,Freitag,11,2015,30,Montag,11,2015,3
3588,3589,First Class,146.688,6,0.2,55.008,Consumer,East,New York,Binders                                           ,Office Supplies,20,Donnerstag,8,2015,21,Freitag,8,2015,1
3589,3590,Standard Class,91.68,3,0.0,45.84,Home Office,Central,Wisconsin,Binders                                           ,Office Supplies,17,Freitag,5,2013,21,Dienstag,5,2013,4
3590,3591,Standard Class,73.344,3,0.2,27.504,Consumer,West,California,Binders                                           ,Office Supplies,25,Montag,4,2016,2,Montag,5,2016,7
3591,3592,Standard Class,48.896,2,0.2,18.336,Consumer,East,New York,Binders                                           ,Office Supplies,3,Sonntag,11,2013,7,Donnerstag,11,2013,4
3592,3593,Standard Class,12.72,3,0.0,6.36,Consumer,Central,Michigan,Binders                                           ,Office Supplies,14,Donnerstag,11,2013,18,Montag,11,2013,4
3593,3594,Standard Class,3.392,4,0.8,-5.088,Consumer,Central,Texas,Binders                                           ,Office Supplies,20,Donnerstag,6,2013,24,Montag,6,2013,4
3594,3595,Standard Class,5.936,7,0.8,-8.904,Corporate,Central,Illinois,Binders                                           ,Office Supplies,16,Donnerstag,6,2016,21,Dienstag,6,2016,5
3595,3596,Standard Class,2.544,3,0.8,-3.8160000000000003,Home Office,Central,Texas,Binders                                           ,Office Supplies,22,Samstag,11,2014,26,Mittwoch,11,2014,4
3596,3597,Standard Class,1.696,2,0.8,-2.544,Corporate,Central,Texas,Binders                                           ,Office Supplies,21,Freitag,11,2014,27,Donnerstag,11,2014,6
3597,3598,Same Day,38.16,9,0.0,19.08,Consumer,Central,Oklahoma,Binders                                           ,Office Supplies,7,Montag,11,2016,7,Montag,11,2016,0
3598,3599,Standard Class,4.24,5,0.8,-6.36,Consumer,Central,Texas,Binders                                           ,Office Supplies,7,Freitag,10,2016,11,Dienstag,10,2016,4
3599,3600,Second Class,25.44,6,0.0,12.72,Home Office,East,New Jersey,Binders                                           ,Office Supplies,20,Sonntag,9,2015,24,Donnerstag,9,2015,4
3600,3601,Standard Class,11.228,7,0.8,-18.5262,Corporate,Central,Texas,Binders                                           ,Office Supplies,22,Donnerstag,9,2016,27,Dienstag,9,2016,5
3601,3602,First Class,7.218,3,0.7,-5.5338,Consumer,East,Ohio,Binders                                           ,Office Supplies,5,Mittwoch,11,2014,8,Samstag,11,2014,3
3602,3603,Standard Class,7.218,3,0.7,-5.5338,Consumer,South,Florida,Binders                                           ,Office Supplies,15,Freitag,3,2013,19,Dienstag,3,2013,4
3603,3604,Standard Class,3.208,2,0.8,-5.2932,Consumer,Central,Illinois,Binders                                           ,Office Supplies,7,Donnerstag,5,2015,11,Montag,5,2015,4
3604,3605,Standard Class,4.812,2,0.7,-3.6892,Consumer,South,Florida,Binders                                           ,Office Supplies,19,Donnerstag,12,2013,25,Mittwoch,12,2013,6
3605,3606,Standard Class,12.03,5,0.7,-9.222999999999999,Home Office,West,Colorado,Binders                                           ,Office Supplies,17,Sonntag,4,2016,23,Samstag,4,2016,6
3606,3607,Same Day,8.02,1,0.0,3.7694,Home Office,Central,Michigan,Binders                                           ,Office Supplies,27,Samstag,6,2015,27,Samstag,6,2015,0
3607,3608,Standard Class,12.832,2,0.2,4.3308,Corporate,West,California,Binders                                           ,Office Supplies,10,Donnerstag,4,2014,15,Dienstag,4,2014,5
3608,3609,First Class,96.78399999999999,4,0.8,-145.17600000000002,Consumer,Central,Illinois,Binders                                           ,Office Supplies,13,Donnerstag,10,2016,16,Sonntag,10,2016,3
3609,3610,Second Class,254.058,7,0.7,-169.372,Corporate,South,Florida,Binders                                           ,Office Supplies,19,Samstag,12,2015,21,Montag,12,2015,2
3610,3611,Standard Class,72.58800000000001,2,0.7,-48.391999999999996,Consumer,West,Arizona,Binders                                           ,Office Supplies,8,Mittwoch,6,2016,13,Montag,6,2016,5
3611,3612,Standard Class,72.58800000000001,2,0.7,-48.391999999999996,Corporate,West,Arizona,Binders                                           ,Office Supplies,26,Freitag,9,2014,30,Dienstag,9,2014,4
3612,3613,Standard Class,25.824,6,0.2,9.0384,Consumer,West,California,Binders                                           ,Office Supplies,23,Freitag,9,2016,30,Freitag,9,2016,7
3613,3614,Standard Class,10.76,2,0.0,5.1648,Consumer,East,Connecticut,Binders                                           ,Office Supplies,25,Donnerstag,9,2014,29,Montag,9,2014,4
3614,3615,First Class,17.215999999999998,4,0.2,6.0256,Consumer,East,New York,Binders                                           ,Office Supplies,25,Mittwoch,11,2015,27,Freitag,11,2015,2
3615,3616,Standard Class,4.842,3,0.7,-3.5508,Home Office,South,Florida,Binders                                           ,Office Supplies,30,Samstag,4,2016,4,Mittwoch,5,2016,4
3616,3617,Standard Class,8.607999999999999,2,0.2,3.0128,Consumer,West,California,Binders                                           ,Office Supplies,8,Sonntag,9,2013,13,Freitag,9,2013,5
3617,3618,First Class,21.552,6,0.2,7.0044,Consumer,West,California,Binders                                           ,Office Supplies,6,Samstag,6,2015,8,Montag,6,2015,2
3618,3619,Standard Class,10.776,3,0.2,3.5022,Consumer,East,New York,Binders                                           ,Office Supplies,14,Donnerstag,4,2016,19,Dienstag,4,2016,5
3619,3620,Standard Class,17.96,4,0.0,8.2616,Corporate,South,Arkansas,Binders                                           ,Office Supplies,17,Samstag,8,2013,21,Mittwoch,8,2013,4
3620,3621,Second Class,22.45,5,0.0,10.327,Home Office,East,Massachusetts,Binders                                           ,Office Supplies,1,Mittwoch,10,2014,4,Samstag,10,2014,3
3621,3622,Standard Class,40.41,9,0.0,18.5886,Consumer,South,Arkansas,Binders                                           ,Office Supplies,12,Samstag,3,2016,17,Donnerstag,3,2016,5
3622,3623,Second Class,10.776,3,0.2,3.5022,Corporate,West,Utah,Binders                                           ,Office Supplies,17,Samstag,9,2016,21,Mittwoch,9,2016,4
3623,3624,Standard Class,17.96,5,0.2,5.837000000000001,Consumer,East,New York,Binders                                           ,Office Supplies,23,Donnerstag,5,2013,27,Montag,5,2013,4
3624,3625,Standard Class,2.376,3,0.7,-1.9008,Corporate,West,Colorado,Binders                                           ,Office Supplies,31,Sonntag,5,2015,5,Freitag,6,2015,5
3625,3626,Second Class,3.168,4,0.7,-2.5344,Consumer,West,Colorado,Binders                                           ,Office Supplies,22,Samstag,10,2016,24,Montag,10,2016,2
3626,3627,Second Class,5.28,2,0.0,2.4288,Home Office,Central,Michigan,Binders                                           ,Office Supplies,10,Freitag,4,2015,15,Mittwoch,4,2015,5
3627,3628,Standard Class,13.128,3,0.2,4.2666,Corporate,East,New York,Binders                                           ,Office Supplies,23,Samstag,7,2016,28,Donnerstag,7,2016,5
3628,3629,Standard Class,13.128,3,0.2,4.2666,Consumer,East,New York,Binders                                           ,Office Supplies,12,Sonntag,6,2016,18,Samstag,6,2016,6
3629,3630,First Class,3.282,2,0.7,-2.6256,Consumer,South,North Carolina,Binders                                           ,Office Supplies,31,Sonntag,5,2015,1,Montag,6,2015,1
3630,3631,First Class,1.641,1,0.7,-1.3128,Consumer,East,Ohio,Binders                                           ,Office Supplies,22,Donnerstag,12,2016,24,Samstag,12,2016,2
3631,3632,Standard Class,4.923,3,0.7,-3.9384,Corporate,East,Pennsylvania,Binders                                           ,Office Supplies,7,Sonntag,9,2014,14,Sonntag,9,2014,7
3632,3633,Standard Class,3.282,2,0.7,-2.6256,Consumer,East,Pennsylvania,Binders                                           ,Office Supplies,23,Donnerstag,5,2013,27,Montag,5,2013,4
3633,3634,Second Class,42.81,3,0.0,20.1207,Consumer,Central,Oklahoma,Binders                                           ,Office Supplies,7,Samstag,9,2013,12,Donnerstag,9,2013,5
3634,3635,Standard Class,12.843,3,0.7,-9.8463,Consumer,South,North Carolina,Binders                                           ,Office Supplies,21,Freitag,3,2014,26,Mittwoch,3,2014,5
3635,3636,Standard Class,11.415999999999999,4,0.8,-18.8364,Home Office,Central,Illinois,Binders                                           ,Office Supplies,24,Freitag,7,2015,28,Dienstag,7,2015,4
3636,3637,Standard Class,11.415999999999999,1,0.2,3.8529,Corporate,West,New Mexico,Binders                                           ,Office Supplies,18,Freitag,12,2015,24,Donnerstag,12,2015,6
3637,3638,Second Class,34.248000000000005,3,0.2,11.5587,Corporate,West,California,Binders                                           ,Office Supplies,14,Sonntag,12,2014,16,Dienstag,12,2014,2
3638,3639,Second Class,34.248000000000005,3,0.2,11.5587,Corporate,East,New York,Binders                                           ,Office Supplies,20,Sonntag,12,2015,25,Freitag,12,2015,5
3639,3640,Standard Class,9.762,2,0.7,-6.8334,Corporate,West,Oregon,Binders                                           ,Office Supplies,4,Donnerstag,9,2014,9,Dienstag,9,2014,5
3640,3641,Standard Class,65.08,4,0.0,31.8892,Corporate,East,Maryland,Binders                                           ,Office Supplies,18,Donnerstag,9,2014,23,Dienstag,9,2014,5
3641,3642,Standard Class,32.54,2,0.0,15.9446,Corporate,South,Georgia,Binders                                           ,Office Supplies,28,Samstag,3,2015,1,Mittwoch,4,2015,4
3642,3643,Standard Class,48.81,3,0.0,23.9169,Consumer,South,Kentucky,Binders                                           ,Office Supplies,9,Freitag,5,2014,13,Dienstag,5,2014,4
3643,3644,Standard Class,16.27,5,0.8,-25.2185,Home Office,Central,Texas,Binders                                           ,Office Supplies,5,Freitag,9,2014,11,Donnerstag,9,2014,6
3644,3645,First Class,117.14399999999999,9,0.2,42.4647,Consumer,West,California,Binders                                           ,Office Supplies,21,Sonntag,8,2016,22,Montag,8,2016,1
3645,3646,Same Day,32.54,2,0.0,15.9446,Consumer,East,Delaware,Binders                                           ,Office Supplies,18,Mittwoch,3,2015,18,Mittwoch,3,2015,0
3646,3647,Standard Class,9.762,3,0.8,-15.1311,Consumer,Central,Texas,Binders                                           ,Office Supplies,23,Sonntag,10,2016,28,Freitag,10,2016,5
3647,3648,Same Day,26.031999999999996,2,0.2,9.4366,Consumer,West,Washington,Binders                                           ,Office Supplies,11,Mittwoch,5,2016,12,Donnerstag,5,2016,1
3648,3649,Standard Class,52.06399999999999,4,0.2,18.8732,Home Office,East,New York,Binders                                           ,Office Supplies,4,Montag,11,2013,10,Sonntag,11,2013,6
3649,3650,Standard Class,121.6,5,0.2,39.52,Consumer,West,California,Binders                                           ,Office Supplies,11,Freitag,11,2016,16,Mittwoch,11,2016,5
3650,3651,Standard Class,18.24,2,0.7,-14.592,Home Office,South,Tennessee,Binders                                           ,Office Supplies,21,Samstag,12,2013,28,Samstag,12,2013,7
3651,3652,Standard Class,121.6,4,0.0,55.93600000000001,Home Office,Central,Oklahoma,Binders                                           ,Office Supplies,16,Freitag,10,2015,22,Donnerstag,10,2015,6
3652,3653,First Class,27.36,3,0.7,-21.888,Home Office,South,Tennessee,Binders                                           ,Office Supplies,2,Sonntag,10,2016,5,Mittwoch,10,2016,3
3653,3654,Standard Class,91.2,3,0.0,41.952,Home Office,South,Georgia,Binders                                           ,Office Supplies,12,Sonntag,6,2016,19,Sonntag,6,2016,7
3654,3655,Second Class,364.8,12,0.0,167.808,Corporate,South,Kentucky,Binders                                           ,Office Supplies,31,Mittwoch,12,2014,3,Samstag,1,2015,3
3655,3656,Standard Class,30.4,1,0.0,13.984000000000002,Home Office,East,Rhode Island,Binders                                           ,Office Supplies,5,Montag,10,2015,9,Freitag,10,2015,4
3656,3657,Standard Class,48.64,2,0.2,15.808,Corporate,West,California,Binders                                           ,Office Supplies,21,Montag,9,2015,25,Freitag,9,2015,4
